frame,shepherd,min_distance,max_distance,avg_distance,furthest_sheep_distance,dog_speed,min_speed,max_speed,avg_speed
0,robot,,,,1289.4906940338888,0.0,0.0,0.0,0.0
1,robot,,,,1287.2087049115228,0.0,0.0,0.0,0.0
2,robot,,,,1284.9378389634262,0.0,0.0,0.0,0.0
3,robot,,,,1283.8217360677454,0.0,0.0,0.0,0.0
4,robot,,,,1398.4450293093398,0.0,0.0,87.22277512209756,14.677066848921383
5,robot,,,,1398.985346599456,0.0,0.0,49.323549142372144,12.99417940813253
6,robot,,,,1398.5294061978104,0.0,0.0,46.384938288198676,12.466373267555538
7,robot,,,,1400.6071897573563,0.0,0.0,75.83905656058757,16.02936823426374
8,robot,,,,1401.6891595500051,0.0,0.0,98.146892462268,17.890776726621088
9,robot,,,,1400.151777486998,0.0,0.0,67.91538853603063,16.464603190926262
10,robot,,,,1398.6144929894012,0.0,0.0,79.5495128834866,15.219642053099935
11,robot,,,,1395.4978502312356,0.0,0.0,65.59820881700963,17.50694526020944
12,robot,,,,1391.8840648559778,0.0,0.0,89.13648243003534,22.54819482775917
13,robot,,,,1387.2747564920223,0.0,0.0,111.4955156048888,22.222046541968027
14,robot,,,,1384.3267316641688,0.0,0.0,119.17686436553028,22.729207573526633
15,robot,,,,1380.9229703354204,0.0,0.0,113.06110073761002,18.865338617729314
16,robot,,,,1378.9301106292517,0.0,0.0,105.06694294591425,17.52896283857932
17,robot,,,,1375.7729645548352,0.0,0.0,90.0,18.088643856585204
18,robot,,,,1372.6590982469029,0.0,0.0,87.54463147446565,20.838688473487046
19,robot,,,,1371.5397369380153,0.0,0.0,75.83905656058757,23.988624937956292
20,robot,,,,1370.9604297717713,0.0,0.0,64.73503688112025,23.89403428354866
21,robot,,,,1370.8801917016672,0.0,0.0,124.14709017935137,24.59508992743372
22,robot,,,,1369.3849896942788,0.0,0.0,164.65873800075113,29.597656537694974
23,robot,,,,1368.3482743804664,0.0,0.0,150.04686767806916,29.069624791127946
24,robot,,,,1368.268979404269,0.0,0.0,195.14417746886534,32.02813030777882
25,robot,,,,1367.311687216927,0.0,3.75,205.5670511049862,35.11764004913613
26,robot,,,,1369.3450989432868,0.0,0.0,129.30704737175,30.860448287584582
27,robot,,,,1367.8897981928224,0.0,5.303300858899107,93.14806761280666,24.72443772580132
28,robot,,,,1367.810111089986,0.0,0.0,82.58518329579465,25.50817515276801
29,robot,,,,1368.3085361131093,0.0,0.0,124.14709017935137,24.325192987286197
30,robot,,,,1368.649882183168,0.0,0.0,166.01957715883992,26.488507919863018
31,robot,,,,1370.566488719172,0.0,0.0,177.87811838447132,26.45018944090488
32,robot,,,,1355.8046503829378,0.0,0.0,169.20771259017718,31.372156806909526
33,robot,,,,1354.6959068366598,0.0,0.0,117.39356881873897,24.652246219600567
34,robot,,,,1363.8196361689477,0.0,0.0,116.31046814453117,26.45279875304281
35,robot,,,,1367.959063714993,0.0,3.75,157.54463653200003,27.53938889838949
36,robot,,,,1370.566488719172,0.0,0.0,168.7916615239035,37.79396498026078
37,robot,,,,1370.6438268200825,0.0,0.0,168.7916615239035,36.59674747986126
38,robot,,,,1370.6050671145208,0.0,0.0,72.8118293960535,30.48735837550048
39,robot,,,,1371.103570121528,0.0,0.0,75.4672942406179,29.288733422349182
40,robot,,,,1370.5280916493466,0.0,0.0,126.89193236766474,31.373519747663526
41,robot,,,,1370.912561033708,0.0,0.0,97.28341328304636,28.938469510445294
42,robot,,,,1369.84022790981,0.0,0.0,75.37406715840667,23.810151588814357
43,robot,,,,1368.8056837988363,0.0,3.75,144.2653804625351,27.340909875065503
44,robot,,,,1368.269892967027,0.0,0.0,126.5034584507475,25.308087460792624
45,robot,,,,1366.774030335666,0.0,0.0,163.5017201744373,26.28884426637723
46,robot,,,,1363.8571222822425,0.0,0.0,129.52437029377907,22.344939812592287
47,robot,,,,1364.047286570374,0.0,0.0,94.64572098092972,19.289254940535365
48,robot,,,,1365.658998432625,0.0,0.0,60.46693311223912,16.318193400904278
49,robot,,,,1366.1574762815596,0.0,0.0,82.24392074797991,18.64266587303802
50,robot,,,,1369.226515226754,0.0,0.0,65.49093448714868,19.054550134875633
51,robot,,,,1372.7944128674185,0.0,3.75,72.13269023126755,18.5669723046179
52,robot,,,,1374.7881655004162,0.0,0.0,84.27076895341587,18.692006649506656
53,robot,,,,1374.938907733722,0.0,0.0,72.42452968435488,17.892472870293428
54,robot,,,,1373.1751527026695,0.0,0.0,48.89401803901987,13.8484130677367
55,robot,,,,1369.8435129605134,0.0,0.0,37.68703357920334,12.988221490051446
56,robot,,,,1370.42183286753,0.0,0.0,54.60082416960389,15.233173354045409
57,robot,,,,1374.072141483117,0.0,0.0,61.0455772353739,12.64793643170127
58,robot,,,,1377.0621808763756,0.0,0.0,51.005514407757914,14.699964240673594
59,robot,,,,1379.0555645078266,0.0,0.0,79.4610753765641,20.40210423223487
60,robot,,,,1379.5134105908503,0.0,0.0,86.33148324916003,22.219356169544763
61,robot,,,,1376.380488818408,0.0,0.0,170.77946305103552,23.453092485585465
62,robot,,,,1373.4202743515912,0.0,0.0,228.87291779500694,23.448896487293307
63,robot,,,,1376.2980236852773,0.0,0.0,247.5,29.415401979533573
64,robot,,,,1379.763476107409,0.0,5.303300858899107,252.2554508826321,35.4434944030232
65,robot,,,,1381.7601998899809,0.0,3.75,171.35489488193795,25.871745925382392
66,robot,,,,1382.8160579050273,0.0,5.303300858899107,186.22063526902704,29.43334743469203
67,robot,,,,1383.3152207649564,0.0,3.75,66.76685180536822,22.652354470066005
68,robot,,,,1382.874271219188,0.0,0.0,68.43107846585497,18.241571589663963
69,robot,,,,1381.3476209846672,0.0,0.0,86.57547285461396,19.99249992748548
70,robot,,,,1380.7618368132862,0.0,3.75,103.44835668100292,22.98334911635774
71,robot,,,,1381.7601998899809,0.0,3.75,102.01102881551583,20.417245976897238
72,robot,,,,1382.787221520361,0.0,0.0,73.96156096243507,16.119107264849738
73,robot,,,,1383.7855686485532,0.0,0.0,84.8528137423857,16.754165145215
74,robot,,,,1384.313548297495,0.0,0.0,135.26016597653575,19.583990269724
75,robot,,,,1386.7236566814602,0.0,5.303300858899107,148.49242404917499,23.172602653822523
76,robot,,,,1385.8110441182089,0.0,5.303300858899107,112.5,27.427428289374422
77,robot,,,,1385.340842536594,0.0,3.75,142.5,27.974753463772252
78,robot,,,,1384.430568862159,0.0,0.0,165.04260813499042,26.559808380553054
79,robot,,,,1383.4620522442965,0.0,3.75,187.5,28.696455603327543
80,robot,,,,1380.0587849798285,0.0,5.303300858899107,71.6436494045355,23.0693982808271
81,robot,,,,1375.0073636166462,0.0,3.75,82.84020762890447,17.76870231024604
82,robot,,,,1371.4835945063287,0.0,3.75,105.60095880246543,18.62241808221117
83,robot,,,,1369.427343819306,0.0,0.0,127.9953612440701,34.99385983956885
84,robot,,,,1367.9300055192882,0.0,3.75,91.2414379544733,30.555702618980106
85,robot,,,,1367.8707906816346,0.0,0.0,86.98060128557401,26.77422708700788
86,robot,,,,1366.4326730578423,0.0,0.0,86.57547285461396,24.298015682243104
87,robot,,,,1366.344026956608,0.0,3.75,120.52619009991147,27.44781930019046
88,robot,,,,1366.8431694967787,0.0,0.0,43.892624665198596,13.477990785500385
89,robot,,,,1366.8431694967787,0.0,3.75,180.0,23.809898296297906
90,robot,,,,1366.902063060847,0.0,0.0,135.8825319899508,21.754392924121944
91,robot,,,,1368.429117638177,0.0,5.303300858899107,215.35581023041846,27.501167698951672
92,robot,,,,1370.924687938765,0.0,0.0,185.00844575316015,25.155433064544678
93,robot,,,,1372.5422580015525,0.0,0.0,103.17612369148203,20.77480372030544
94,robot,,,,1373.133369341813,0.0,0.0,169.41535497114776,21.566731321254384
95,robot,,,,1375.5977791491232,0.0,0.0,153.79572490807408,23.479742598635934
96,robot,,,,1375.6595690795016,0.0,0.0,91.54916711800277,20.126491457468433
97,robot,,,,1374.193672667721,0.0,0.0,81.12490369793977,20.102140024382653
98,robot,,,,1374.193672667721,0.0,3.75,101.25,21.389608090061138
99,robot,,,,1374.7873471922849,0.0,0.0,116.491684252568,22.358677657114264
100,robot,,,,1378.8430838931602,0.0,0.0,142.5,26.235395867571086
101,robot,,,,1381.8049790039113,0.0,0.0,221.25,33.430831840965546
102,robot,,,,1384.2367030244502,0.0,5.303300858899107,112.56248264852726,31.695137928832036
103,robot,,,,1386.2327546267256,0.0,0.0,131.30356050008697,25.924444175463524
104,robot,,,,1386.700490372741,0.0,3.75,172.5,28.55554609448087
105,robot,,,,1388.7908409836234,0.0,0.0,243.75,24.09656606786548
106,robot,,,,1388.9190041179506,0.0,3.75,101.52739778010663,14.9560853093463
107,robot,,,,1511.4856929524672,0.0,0.0,86.98060128557401,16.580503831207555
108,robot,,,,1512.4407426408482,0.0,0.0,71.6436494045355,20.156528428588594
109,robot,,,,1511.9194753689762,0.0,0.0,146.44218142324976,19.773127801519728
110,robot,,,,1507.8167163153485,0.0,0.0,240.0,23.758848854988667
111,robot,,,,1509.2946200129384,0.0,0.0,258.99444974748013,30.965866182281367
112,robot,,,,1515.707920412109,0.0,0.0,191.580596616672,27.849037518155395
113,robot,,,,1523.6427566854377,0.0,0.0,135.4679390114133,26.237322546971903
114,robot,,,,1529.062784845671,0.0,0.0,145.86487754082543,23.164046694300158
115,robot,,,,1533.4510914926502,0.0,3.75,160.2000702247037,26.146467163656578
116,robot,,,,1532.3489321952752,0.0,0.0,131.19641763401927,22.539369230184175
117,robot,,,,1532.293705527762,0.0,0.0,229.76210523060584,24.559813772817506
118,robot,,,,1529.1001438754756,0.0,0.0,287.57879355056764,24.011331000654902
119,robot,,,,1526.0396456186843,0.0,0.0,311.45324689269177,26.004918072959686
120,robot,,,,1527.5236495714232,0.0,0.0,311.6112361581334,26.288013230124438
121,robot,,,,1528.1181237064104,0.0,0.0,71.25,15.593731571456914
122,robot,,,,1532.143922743552,0.0,0.0,53.297514013319606,16.59117356652749
123,robot,,,,1535.643594718514,0.0,0.0,112.5,17.220274577602684
124,robot,,,,1539.1365274074942,0.0,0.0,140.41233920136793,20.62896812587282
125,robot,,,,1540.6171652944804,0.0,0.0,91.2414379544733,15.954434161428154
126,robot,,,,1540.5883616333078,0.0,0.0,69.14658342969665,13.279314188518708
127,robot,,,,1540.5730265066957,0.0,0.0,59.292706128157114,11.46973176982809
128,robot,,,,1541.550680321604,0.0,0.0,63.75,15.67355167574542
129,robot,,,,1539.032488286066,0.0,0.0,56.25,14.796438361585471
130,robot,,,,1536.515945247559,0.0,0.0,78.83923515610739,18.283806324556423
131,robot,,,,1530.5029402127916,0.0,0.0,97.78803607803974,17.87677053227752
132,robot,,,,1524.5020498510326,0.0,0.0,103.44835668100292,19.696376556161393
133,robot,,,,1445.9298046585802,0.0,0.0,103.44835668100292,16.6977041041952
134,robot,,,,1445.9617041955155,0.0,0.0,79.5495128834866,15.164481824430464
135,robot,,,,1446.3655312541157,0.0,0.0,105.0,17.098877548890055
136,robot,,,,1446.3341591762255,0.0,0.0,195.03605435918766,26.762803332375743
137,robot,,,,1447.2700162720157,0.0,0.0,288.75,33.899549581153785
138,robot,,,,1447.2391820290106,0.0,0.0,311.25,33.992321324440034
139,robot,,,,1447.6166619654527,0.0,3.75,318.77205806030116,34.73708427589663
140,robot,,,,1448.466861892256,0.0,0.0,113.06110073761002,22.81538698552326
141,robot,,,,1447.324773504551,0.0,0.0,262.60712100017395,27.335410065571946
142,robot,,,,1444.0811092179,0.0,0.0,307.59144981614816,30.587732867934378
143,robot,,,,1442.7976296071463,0.0,0.0,322.69616127248867,30.11180923053305
144,robot,,,,1441.6046614797,0.0,0.0,134.6349230326218,25.166562717089406
145,robot,,,,1441.4215205830667,0.0,0.0,152.97058540778355,27.37228528082294
146,robot,,,,1442.3331792619902,0.0,0.0,123.75,28.469088060141623
147,robot,,,,1444.2887522929757,0.0,3.75,112.5,27.275694168876786
148,robot,,,,1444.2261768850474,0.0,0.0,206.3863185872552,29.968115927946872
149,robot,,,,1445.184503791817,0.0,3.75,127.72039774444802,21.90651089976884
150,robot,,,,1446.5650693971563,0.0,0.0,97.5,19.77877296895719
151,robot,,,,1454.0030949072975,0.0,0.0,109.77960876228336,22.586150954225126
152,robot,,,,1456.9643097893647,0.0,3.75,90.0,21.741902353406036
153,robot,,,,1454.4659672883377,0.0,3.75,75.09369147937795,19.486454355574296
