frame,shepherd,min_distance,max_distance,avg_distance,furthest_sheep_distance,dog_speed,min_speed,max_speed,avg_speed
0,dog,,,,,0.0,0.0,0.0,0.0
1,dog,,,,,0.0,0.0,0.0,0.0
2,dog,,,,,0.0,0.0,0.0,0.0
3,dog,,,,,0.0,0.0,0.0,0.0
4,dog,,,,,29.288436284649954,0.0,0.0,0.0
5,dog,,,,,65.49093448714868,0.0,0.0,0.0
6,dog,,,,,101.25,0.0,0.0,0.0
7,dog,,,,,123.75,0.0,0.0,0.0
8,dog,,,,,153.93281813830345,0.0,0.0,0.0
9,dog,,,,,138.9525548523668,0.0,0.0,0.0
10,dog,,,,,120.0,0.0,0.0,0.0
11,dog,,,,,108.81463596410181,0.0,0.0,0.0
12,dog,,,,,62.86145480340079,0.0,0.0,0.0
13,dog,,,,,48.75,0.0,0.0,0.0
14,dog,,,,,42.75657844121767,0.0,0.0,0.0
15,dog,,,,,48.023431780746364,0.0,0.0,0.0
16,dog,,,,,43.73213921133976,0.0,0.0,0.0
17,dog,,,,,43.73213921133976,0.0,0.0,0.0
18,dog,,,,,48.023431780746364,0.0,0.0,0.0
19,dog,,,,,45.15597967047111,0.0,0.0,0.0
20,dog,,,,,51.005514407757914,0.0,0.0,0.0
21,dog,,,,,50.451090176526414,0.0,0.0,0.0
22,dog,,,,,50.451090176526414,0.0,0.0,0.0
23,dog,,,,,45.15597967047111,0.0,0.0,0.0
24,dog,,,,,34.573291714848324,0.0,0.0,0.0
25,dog,,,,,48.75,0.0,0.0,0.0
26,dog,,,,,49.323549142372144,0.0,0.0,0.0
27,dog,,,,,61.84658438426491,0.0,0.0,0.0
28,dog,,,,,74.71822066939228,0.0,0.0,0.0
29,dog,,,,,70.05578134601028,0.0,0.0,0.0
30,dog,,,,,67.0820393249937,0.0,0.0,0.0
31,dog,,,,,70.45610335520976,0.0,0.0,0.0
32,dog,,,,,67.0820393249937,0.0,0.0,0.0
33,dog,,,,,62.07354508967568,0.0,0.0,0.0
34,dog,,,,,67.0820393249937,0.0,0.0,0.0
35,dog,,,,,57.241265709276554,0.0,0.0,0.0
36,dog,,,,,60.58310408026316,0.0,0.0,0.0
37,dog,,,,,67.0820393249937,0.0,0.0,0.0
38,dog,,,,,64.08002808988148,0.0,0.0,0.0
39,dog,,,,,71.15124735378853,0.0,0.0,0.0
40,dog,,,,,67.6040864149498,0.0,0.0,0.0
41,dog,,,,,80.16584372411981,0.0,0.0,0.0
42,dog,,,,,83.85254915624212,0.0,0.0,0.0
43,dog,,,,,86.57547285461396,0.0,0.0,0.0
44,dog,,,,,75.09369147937795,0.0,0.0,0.0
45,dog,,,,,56.25,0.0,0.0,0.0
46,dog,,,,,48.75,0.0,0.0,0.0
47,dog,,,,,41.25,0.0,0.0,0.0
48,dog,,,,,48.89401803901987,0.0,0.0,0.0
49,dog,,,,,30.0,0.0,0.0,0.0
50,dog,,,,,13.52081728298996,0.0,0.0,0.0
51,dog,,,,,11.858541225631424,0.0,0.0,0.0
52,dog,,,,,26.516504294495533,0.0,0.0,0.0
53,dog,,,,,21.86606960566988,0.0,0.0,0.0
54,dog,,,,,60.117073282055244,0.0,0.0,0.0
55,dog,,,,,100.06248048094751,0.0,0.0,0.0
