frame,shepherd,min_distance,max_distance,avg_distance,furthest_sheep_distance,dog_speed,min_speed,max_speed,avg_speed
0,robot,,,,1138.059972057712,0.0,0.0,0.0,0.0
1,robot,,,,1153.72711244904,0.0,0.0,0.0,0.0
2,robot,,,,835.7525052310642,0.0,0.0,0.0,0.0
3,robot,,,,1090.3436384920124,0.0,0.0,0.0,0.0
4,robot,,,,1237.1782409984423,0.0,0.0,759.7059464029487,320.03122718047024
5,robot,,,,1424.5592300778512,0.0,0.0,997.3731122303228,309.4795196627767
6,robot,,,,1414.5891629727694,0.0,0.0,980.443936438999,250.45599734481948
7,robot,,,,1399.46177153933,0.0,0.0,1074.3144616451925,329.6060279436265
8,robot,,,,1388.15570092119,0.0,0.0,802.1582216121705,336.6831924987099
9,robot,,,,1425.680539251343,0.0,0.0,686.7518656691076,340.1565082314845
10,robot,,,,1414.773215041902,0.0,0.0,647.4806946928998,314.9095122949442
11,robot,,,,1400.6314647329611,0.0,0.0,629.743251254033,322.3335547475987
12,robot,,,,1385.9384005070356,0.0,0.0,700.8889444840745,337.52587598299135
13,robot,,,,1372.4744988523466,0.0,53.69182898728633,744.7314952383846,386.5112669932623
14,robot,,,,1356.2397465050196,0.0,52.09666496043677,715.9456159513794,377.33628042335135
15,robot,,,,1345.920967219101,0.0,69.75403214151854,1036.8800858826444,418.3923496528607
16,robot,,,,1335.9952282848917,0.0,114.05179744309163,1396.8938757113942,444.98325460254057
17,robot,,,,1326.0785233160211,0.0,132.58252147247768,1585.323310873842,485.6349592722459
18,robot,,,,1314.213928551969,0.0,0.0,1834.5167108805524,464.09362456496734
19,robot,,,,1300.8589470038632,0.0,0.0,1369.078727648633,412.897369710722
20,robot,,,,1314.9365003679836,0.0,0.0,755.7622393980795,339.22016219365656
21,robot,,,,1306.7916819447544,0.0,0.0,572.0686147657465,255.8966822445046
22,robot,,,,1297.8376246665066,0.0,0.0,736.5767526198475,254.32138906875238
23,robot,,,,1291.3857866648525,0.0,0.0,990.7383610217179,354.97194783703134
24,robot,,,,1276.458381616886,0.0,0.0,946.8434400681034,309.2734014245409
25,robot,,,,1264.297828836228,0.0,0.0,965.1789018104363,357.6037980907626
26,robot,,,,1254.3903897909934,0.0,63.75,1166.6900295279806,405.52242346263466
27,robot,,,,1245.9298736285282,0.0,58.21565511097509,1041.2109836627733,417.50560312541785
28,robot,,,,1240.7985332035173,0.0,131.19641763401927,1624.6201479115048,462.2463194250934
29,robot,,,,1229.8180759770937,0.0,145.86487754082543,1983.976830131844,633.0661685158552
30,robot,,,,1215.4112472739423,0.0,0.0,1355.3695298699909,436.7364365156718
31,robot,,,,1187.54210451672,0.0,0.0,1066.6162911281638,347.56532274246507
32,robot,,,,1163.976374330682,0.0,94.64572098092972,1012.9443469411337,411.6179611678356
33,robot,,,,1142.174461279887,0.0,0.0,826.4390857770463,295.84990063554636
34,robot,,,,1125.011111056242,0.0,0.0,706.3749889400106,278.827869838261
35,robot,,,,1194.5602747454814,0.0,0.0,726.3973602650274,255.9369078861372
36,robot,,,,1090.911774617911,0.0,0.0,701.5707822450989,241.5408799061371
37,robot,,,,1333.3735410604186,0.0,0.0,752.0690211011221,270.88234269240945
38,robot,,,,1314.450455513634,0.0,0.0,825.1789578630808,283.3023939493856
39,robot,,,,916.0442129067789,0.0,0.0,2158.7398667972943,447.6160959398963
40,robot,,,,1277.749290745254,0.0,0.0,1520.9890901975596,429.5179572210493
41,robot,,,,1249.3231167316164,0.0,48.89401803901987,1317.0617155243713,506.345728685862
42,robot,,,,1218.805255157689,0.0,37.68703357920334,1089.39274942511,460.4777039231948
43,robot,,,,1191.912853357996,0.0,0.0,733.506134943669,281.03851018952645
44,robot,,,,1320.2958948659957,0.0,0.0,970.5185469634263,319.67408382185283
45,robot,,,,1279.772050015158,0.0,0.0,952.3302014007537,294.44630316780604
46,robot,,,,1229.46095911989,0.0,0.0,697.318524779028,282.8751571829638
47,robot,,,,1186.5751135094652,0.0,0.0,767.2210405091873,313.8247319138394
48,robot,,,,1144.5532971426014,0.0,8.385254915624213,1363.1495011553209,414.1193795946592
49,robot,,,,1119.438363644913,0.0,8.385254915624213,1332.817738852541,398.6338029233393
50,robot,,,,1104.891397378041,0.0,0.0,1129.5719598591318,331.9156318521096
51,robot,,,,1030.142344533026,0.0,0.0,1198.6163898428888,414.8935776689227
52,robot,,,,1039.9963942245186,0.0,0.0,1160.835501912308,376.32833613464857
53,robot,,,,1030.4115682580432,0.0,0.0,1117.0531824850598,391.10041241228083
54,robot,,,,1116.8331343580385,0.0,0.0,1196.2029771322257,341.9173314517664
55,robot,,,,1133.3213357208097,0.0,0.0,1336.621206625123,382.6175296332631
56,robot,,,,1122.8243406695458,0.0,0.0,1398.0008047207984,353.29888410766375
57,robot,,,,1098.7922915637878,0.0,0.0,1066.2932289009436,298.80795006077716
58,robot,,,,1065.986045874898,0.0,0.0,1011.6732735918253,276.97873370861885
59,robot,,,,1032.1814278507436,0.0,0.0,987.7887236145186,359.1592671716809
60,robot,,,,1011.5568446706296,0.0,0.0,960.6809108647886,340.49676650803417
61,robot,,,,987.547593789788,0.0,0.0,888.5521931771932,324.93435806276864
62,robot,,,,976.7407537315108,0.0,26.516504294495533,837.0567857081144,366.1329341738567
63,robot,,,,970.2126055664296,0.0,3.75,890.9545442950498,350.25391790300125
64,robot,,,,760.6866963474516,0.0,62.412438664099646,1068.7763154654951,335.43502216883553
65,robot,,,,866.5594324684257,0.0,87.22277512209756,1135.9096024772396,378.7576077702872
66,robot,,,,827.7856002613237,0.0,43.73213921133976,1169.2846370751647,338.1016850464665
67,robot,,,,801.6166477812196,0.0,41.42010381445223,1317.0136673550505,354.6978148160231
68,robot,,,,646.7816478534313,0.0,0.0,874.5463109521417,213.24038307912693
69,robot,,,,744.7482796220479,0.0,52.231456039440445,893.4291382085096,304.1848465611098
70,robot,,,,724.6699248623472,0.0,0.0,743.1436604049045,237.46162231101638
71,robot,,,,693.3693099640335,0.0,0.0,809.0445754097855,271.30680014919506
72,robot,,,,1072.5284378514166,0.0,0.0,603.0858147892387,203.63895505466516
73,robot,,,,1037.0083172279767,0.0,0.0,540.3774722358437,201.88900743617802
74,robot,,,,1000.012499921876,0.0,0.0,831.6634310224299,251.64916508939896
75,robot,,,,992.800080580174,0.0,0.0,685.8297893792599,225.80668723943782
76,robot,,,,977.7589171160752,0.0,0.0,990.6319006068802,257.3762146031787
77,robot,,,,968.7853219367024,0.0,0.0,979.5614452396543,231.14399376228238
78,robot,,,,956.3808080466692,0.0,32.25871975140985,693.9526730981011,302.684814835675
79,robot,,,,913.9476188491328,0.0,59.292706128157114,1051.5056169607465,330.4356613434572
80,robot,,,,902.4501371267002,0.0,0.0,1154.908681454945,317.5190964413693
81,robot,,,,862.0730827487888,0.0,0.0,1234.5248326785493,324.56047908928105
82,robot,,,,840.0090773319059,0.0,0.0,1436.0296828408527,327.0898370920211
83,robot,,,,697.3955118869062,0.0,0.0,1059.0679864862311,276.8110721469191
84,robot,,,,1001.1649464498844,0.0,0.0,1039.1831226978236,270.6660293603632
85,robot,,,,977.0836709310008,0.0,0.0,941.25,256.39513229841873
86,robot,,,,952.2028407855124,0.0,0.0,767.3218441436422,210.88573775473003
87,robot,,,,1276.0103839702872,0.0,0.0,708.859118584222,172.83632494082084
88,robot,,,,1213.4424172576134,0.0,0.0,1269.5010092552113,267.13027576220884
89,robot,,,,1179.6627696083317,0.0,0.0,1288.800314245772,290.3506485807933
90,robot,,,,1141.2126226080748,0.0,0.0,1188.0459271425495,299.39519062576915
91,robot,,,,1107.5705395143011,0.0,89.45145331407423,1030.54066513651,419.8536131947182
92,robot,,,,1074.9662785408666,0.0,62.412438664099646,1360.841880969277,459.69607056411127
93,robot,,,,1037.6157766726565,0.0,60.117073282055244,1073.0571105491078,439.35291030653485
94,robot,,,,986.211564523556,0.0,41.92627457812106,1365.2678308668962,448.4201000960986
95,robot,,,,936.265453811044,0.0,28.559149146989657,1397.985716128745,475.5442963081346
96,robot,,,,1015.3996750048722,0.0,0.0,1257.7267439710424,457.6744516557198
97,robot,,,,1000.2131022937062,0.0,0.0,1311.7283445896867,453.2216320707014
98,robot,,,,983.1035042150952,0.0,0.0,1500.8435128287026,451.2402430802836
99,robot,,,,958.9296115982652,0.0,0.0,1183.0640832178112,406.8204073941332
100,robot,,,,935.1497206330118,0.0,41.92627457812106,968.29182713684,393.7162075721502
101,robot,,,,817.589444648107,0.0,99.8514521677076,798.8908326548753,415.8765774033042
102,robot,,,,804.6073576596227,0.0,63.86019887222401,819.338528936605,396.91225038651885
103,robot,,,,787.6039613917644,0.0,55.7477578024444,996.2374528695455,398.00390506340403
104,robot,,,,767.6330503567443,0.0,101.31942064579722,1159.4536698376526,427.4391516672305
105,robot,,,,748.9465935565767,0.0,79.5495128834866,1140.9987401395322,430.0908018873524
106,robot,,,,737.5886387411347,0.0,57.241265709276554,1010.3588471429347,373.6691879612499
107,robot,,,,730.1186547404469,0.0,74.43537465479703,785.5511600144195,345.3146932104025
108,robot,,,,717.5717734136425,0.0,107.38365797457266,628.8941186718159,361.1274861709048
109,robot,,,,479.2749732669128,0.0,0.0,618.1474338699467,301.6277103039243
110,robot,,,,475.5904225276199,0.0,0.0,729.1026162345051,280.5860553025656
111,robot,,,,690.131328081837,0.0,0.0,648.7608380597584,298.55964570463345
112,robot,,,,670.6388745069883,0.0,0.0,596.6272391535606,275.1662224881812
