frame,shepherd,frame_bboxes,min_distance,max_distance,avg_distance,furthest_sheep_distance
0,robot,[],,,,
1,robot,[],,,,
2,robot,[],,,,
3,robot,[],,,,
4,robot,[],,,,
5,robot,[],,,,
6,robot,[],,,,
7,robot,[],,,,
8,robot,[],,,,
9,robot,[],,,,
10,robot,"[(1, 'sheep', [1696, 625, 1749, 656])]",,,,0
11,robot,"[(1, 'sheep', [1700, 625, 1750, 656])]",,,,0
12,robot,"[(1, 'sheep', [1703, 626, 1752, 657])]",,,,0
13,robot,"[(1, 'sheep', [1704, 626, 1753, 657])]",,,,0
14,robot,"[(1, 'sheep', [1705, 626, 1754, 657])]",,,,0
15,robot,"[(1, 'sheep', [1705, 626, 1756, 656])]",,,,0
16,robot,"[(1, 'sheep', [1705, 626, 1756, 656])]",,,,0
17,robot,"[(1, 'sheep', [1705, 627, 1757, 656])]",,,,0
18,robot,"[(1, 'sheep', [1706, 627, 1758, 657])]",,,,0
19,robot,"[(1, 'sheep', [1706, 627, 1758, 657])]",,,,0
20,robot,"[(1, 'sheep', [1708, 627, 1760, 657]), (2, 'sheep', [1195, 625, 1237, 657])]",,,,518.000965250066
21,robot,"[(1, 'sheep', [1710, 627, 1761, 657]), (2, 'sheep', [1195, 625, 1237, 657])]",,,,519.5009624630161
22,robot,"[(1, 'sheep', [1714, 627, 1764, 657]), (2, 'sheep', [1196, 625, 1237, 657])]",,,,522.5009569369228
23,robot,"[(1, 'sheep', [1717, 627, 1765, 657]), (2, 'sheep', [1196, 625, 1237, 657])]",,,,524.5009532879802
24,robot,"[(1, 'sheep', [1718, 627, 1767, 658]), (2, 'sheep', [1197, 626, 1237, 657])]",,,,525.5009514739246
25,robot,"[(1, 'sheep', [1718, 628, 1768, 657]), (2, 'sheep', [1196, 625, 1237, 657])]",,,,526.5021367478008
26,robot,"[(1, 'sheep', [1718, 628, 1770, 657]), (2, 'sheep', [1195, 625, 1236, 656])]",,,,528.5037842816265
27,robot,"[(1, 'sheep', [1718, 628, 1771, 657]), (2, 'sheep', [1194, 626, 1236, 656])]",,,,529.5021246416297
28,robot,"[(1, 'sheep', [1718, 628, 1771, 657]), (2, 'sheep', [1193, 626, 1236, 656])]",,,,530.0021226372588
29,robot,"[(1, 'sheep', [1717, 628, 1773, 657]), (2, 'sheep', [1193, 625, 1235, 656])]",,,,531.0037664649847
30,robot,"[(1, 'sheep', [1718, 628, 1774, 657]), (2, 'sheep', [1193, 625, 1235, 656])]",,,,532.0037593852134
31,robot,"[(1, 'sheep', [1720, 628, 1777, 658]), (2, 'sheep', [1193, 626, 1235, 656])]",,,,534.5037418016828
32,robot,"[(1, 'sheep', [1723, 629, 1778, 658]), (2, 'sheep', [1193, 625, 1235, 656])]",,,,536.5083876324768
33,robot,"[(1, 'sheep', [1726, 629, 1780, 658]), (2, 'sheep', [1194, 625, 1235, 656])]",,,,538.5083564811227
34,robot,"[(1, 'sheep', [1729, 629, 1782, 658]), (2, 'sheep', [1194, 625, 1234, 656])]",,,,541.508310185541
35,robot,"[(1, 'sheep', [1733, 628, 1784, 658]), (2, 'sheep', [1194, 625, 1234, 656])]",,,,544.5057391800384
36,robot,"[(1, 'sheep', [1736, 628, 1786, 658]), (2, 'sheep', [1194, 625, 1234, 656])]",,,,547.0057129500568
37,robot,"[(1, 'sheep', [1736, 628, 1788, 658]), (2, 'sheep', [1194, 624, 1234, 656])]",,,,548.0082116173078
38,robot,"[(1, 'sheep', [1738, 628, 1789, 658]), (2, 'sheep', [1194, 624, 1235, 656])]",,,,549.0081966601227
39,robot,"[(1, 'sheep', [1738, 628, 1791, 657]), (2, 'sheep', [1194, 624, 1235, 657])]",,,,550.0036363516155
40,robot,"[(1, 'sheep', [1739, 628, 1792, 658]), (2, 'sheep', [1194, 624, 1235, 657])]",,,,551.0056714771637
41,robot,"[(1, 'sheep', [1739, 628, 1793, 658]), (2, 'sheep', [1194, 624, 1235, 657])]",,,,551.5056663353514
42,robot,"[(1, 'sheep', [1739, 628, 1795, 659]), (2, 'sheep', [1194, 624, 1235, 657])]",,,,552.5081447363468
43,robot,"[(1, 'sheep', [1739, 628, 1796, 659]), (2, 'sheep', [1194, 624, 1235, 657])]",,,,553.0081373723175
44,robot,"[(1, 'sheep', [1739, 628, 1797, 659]), (2, 'sheep', [1194, 624, 1235, 657])]",,,,553.5081300215924
45,robot,"[(1, 'sheep', [1741, 628, 1792, 659]), (2, 'sheep', [1194, 624, 1235, 657])]",,,,552.0081521137165
46,robot,"[(1, 'sheep', [1744, 628, 1791, 659]), (2, 'sheep', [1194, 623, 1235, 657])]",,,,553.0110758384501
47,robot,"[(1, 'sheep', [1747, 628, 1791, 659]), (2, 'sheep', [1194, 623, 1235, 657])]",,,,554.5110458773568
48,robot,"[(1, 'sheep', [1749, 628, 1791, 658]), (2, 'sheep', [1194, 622, 1236, 656])]",,,,555.0144142272343
49,robot,"[(1, 'sheep', [1751, 628, 1792, 658]), (2, 'sheep', [1194, 622, 1236, 656])]",,,,556.5143753758747
50,robot,"[(1, 'sheep', [1751, 627, 1794, 658]), (2, 'sheep', [1194, 622, 1236, 656])]",,,,557.5109864388324
51,robot,"[(1, 'sheep', [1752, 627, 1794, 658]), (2, 'sheep', [1194, 622, 1236, 656])]",,,,558.010976594547
52,robot,"[(1, 'sheep', [1752, 626, 1802, 658]), (2, 'sheep', [1194, 622, 1236, 656])]",,,,562.0080070603976
53,robot,"[(1, 'sheep', [1754, 626, 1809, 658]), (2, 'sheep', [1194, 622, 1236, 656])]",,,,566.5079434571063
54,robot,"[(1, 'sheep', [1754, 626, 1811, 658]), (2, 'sheep', [1195, 623, 1236, 655])]",,,,567.0079364523922
55,robot,"[(1, 'sheep', [1754, 626, 1813, 658]), (2, 'sheep', [1195, 623, 1236, 655])]",,,,568.0079224799598
56,robot,"[(1, 'sheep', [1754, 626, 1808, 657]), (2, 'sheep', [1195, 624, 1237, 654])]",,,,565.0055309463793
57,robot,"[(1, 'sheep', [1754, 626, 1806, 657]), (2, 'sheep', [1195, 624, 1237, 654])]",,,,564.0055407529255
58,robot,"[(1, 'sheep', [1754, 626, 1802, 658]), (2, 'sheep', [1195, 624, 1238, 654])]",,,,561.5080141903586
59,robot,"[(1, 'sheep', [1755, 625, 1803, 658]), (2, 'sheep', [1194, 624, 1238, 654])]",,,,563.005550594308
60,robot,"[(1, 'sheep', [1757, 626, 1808, 658]), (2, 'sheep', [1194, 623, 1238, 653])]",,,,566.5141216245187
61,robot,"[(1, 'sheep', [1759, 626, 1811, 658]), (2, 'sheep', [1193, 623, 1237, 653])]",,,,570.0140349149308
62,robot,"[(1, 'sheep', [1760, 626, 1812, 658]), (2, 'sheep', [1193, 623, 1237, 654])]",,,,571.0107266943415
63,robot,"[(1, 'sheep', [1760, 625, 1812, 657]), (2, 'sheep', [1193, 623, 1238, 654])]",,,,570.5054776248866
64,robot,"[(1, 'sheep', [1761, 624, 1811, 657]), (2, 'sheep', [1193, 622, 1238, 654])]",,,,570.5054776248866
65,robot,"[(1, 'sheep', [1761, 624, 1811, 657]), (2, 'sheep', [1192, 622, 1238, 654])]",,,,571.0054728284134
66,robot,"[(1, 'sheep', [1761, 624, 1811, 657]), (2, 'sheep', [1193, 622, 1238, 654])]",,,,570.5054776248866
67,robot,"[(1, 'sheep', [1762, 624, 1810, 657]), (2, 'sheep', [1194, 622, 1238, 653])]",,,,570.0078946821702
68,robot,"[(1, 'sheep', [1762, 624, 1810, 656]), (2, 'sheep', [1195, 621, 1238, 653])]",,,,569.5079016133138
69,robot,"[(1, 'sheep', [1763, 624, 1810, 657]), (2, 'sheep', [1194, 621, 1238, 653])]",,,,570.5107360952991
70,robot,"[(1, 'sheep', [1763, 624, 1809, 657]), (2, 'sheep', [1194, 620, 1238, 653])]",,,,570.0140349149308
71,robot,"[(1, 'sheep', [1764, 624, 1809, 657]), (2, 'sheep', [1193, 621, 1238, 653])]",,,,571.0107266943415
72,robot,"[(1, 'sheep', [1765, 624, 1809, 657]), (2, 'sheep', [1192, 620, 1237, 653])]",,,,572.5139736285919
73,robot,"[(1, 'sheep', [1765, 624, 1808, 656]), (2, 'sheep', [1194, 621, 1237, 653])]",,,,571.0078808562978
74,robot,"[(1, 'sheep', [1765, 624, 1808, 656]), (2, 'sheep', [1195, 621, 1237, 653])]",,,,570.5078877631754
75,robot,"[(1, 'sheep', [1765, 625, 1809, 656]), (2, 'sheep', [1196, 621, 1237, 653])]",,,,570.5107360952991
76,robot,"[(1, 'sheep', [1765, 625, 1809, 656]), (2, 'sheep', [1197, 621, 1237, 652])]",,,,570.0140349149308
77,robot,"[(1, 'sheep', [1764, 625, 1809, 656]), (2, 'sheep', [1198, 621, 1236, 652])]",,,,569.5140472367648
78,robot,"[(1, 'sheep', [1764, 625, 1809, 656]), (2, 'sheep', [1199, 621, 1236, 652]), (3, 'sheep', [1358, 614, 1402, 645])]",,,,569.0140595802533
79,robot,"[(1, 'sheep', [1764, 625, 1810, 656]), (2, 'sheep', [1199, 621, 1236, 652]), (3, 'sheep', [1358, 614, 1404, 644])]",,,,569.5140472367648
80,robot,"[(1, 'sheep', [1764, 625, 1810, 656]), (2, 'sheep', [1198, 622, 1236, 652]), (3, 'sheep', [1361, 614, 1404, 645])]",,,,570.010745512749
81,robot,"[(1, 'sheep', [1763, 625, 1810, 656]), (2, 'sheep', [1195, 622, 1236, 652]), (3, 'sheep', [1365, 614, 1406, 646])]",,,,571.0107266943415
82,robot,"[(1, 'sheep', [1763, 625, 1810, 656]), (2, 'sheep', [1194, 622, 1236, 652]), (3, 'sheep', [1366, 614, 1409, 646])]",,,,571.5107173098331
83,robot,"[(1, 'sheep', [1762, 625, 1810, 656]), (2, 'sheep', [1193, 622, 1236, 652]), (3, 'sheep', [1367, 614, 1410, 646])]",,,,571.5107173098331
84,robot,"[(1, 'sheep', [1762, 625, 1810, 656]), (2, 'sheep', [1193, 622, 1236, 653]), (3, 'sheep', [1367, 614, 1409, 646])]",,,,571.5078739615054
85,robot,"[(1, 'sheep', [1762, 625, 1810, 656]), (2, 'sheep', [1193, 622, 1236, 652]), (3, 'sheep', [1367, 614, 1411, 646])]",,,,571.5107173098331
86,robot,"[(1, 'sheep', [1762, 625, 1810, 656]), (2, 'sheep', [1194, 622, 1236, 652]), (3, 'sheep', [1367, 614, 1411, 646])]",,,,571.0107266943415
87,robot,"[(1, 'sheep', [1762, 625, 1810, 656]), (2, 'sheep', [1194, 622, 1236, 652]), (3, 'sheep', [1367, 614, 1411, 646])]",,,,571.0107266943415
88,robot,"[(1, 'sheep', [1762, 625, 1809, 655]), (2, 'sheep', [1194, 622, 1236, 652]), (3, 'sheep', [1366, 615, 1412, 645])]",,,,570.5078877631754
89,robot,"[(1, 'sheep', [1762, 625, 1809, 655]), (2, 'sheep', [1195, 622, 1236, 652]), (3, 'sheep', [1367, 615, 1412, 644])]",,,,570.0078946821702
90,robot,"[(1, 'sheep', [1762, 625, 1808, 655]), (2, 'sheep', [1195, 622, 1236, 652]), (3, 'sheep', [1369, 615, 1413, 643])]",,,,569.5079016133138
